Label	Full name	Kind	Compartment	Unit
[E867]	Uranium alpha[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E868]	Uranium-235[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E869]	Uranium-238[air_high population density]	environmental	[M5] air_high population density	[U15] kBq
[E870]	Uranium-238[air_unspecified]	environmental	[M14] air_unspecified	[U15] kBq
[E871]	Vanadium[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E872]	Vanadium[air_low population density, long-term]	environmental	[M17] air_low population density, long-term	[U3] kg
[E873]	Vanadium[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E874]	Water[air_high population density]	environmental	[M5] air_high population density	[U3] kg
[E875]	Water[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E876]	Water[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E877]	Water[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E878]	Xenon-131m[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E879]	Xenon-133[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E880]	Xenon-133m[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E881]	Xenon-135[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E882]	Xenon-135m[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E883]	Xenon-137[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E884]	Xenon-138[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E885]	Xylene[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E886]	Xylene[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E887]	Zinc[air_low population density, long-term]	environmental	[M17] air_low population density, long-term	[U3] kg
[E888]	Zinc[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E889]	Zinc[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E890]	Zirconium[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E891]	Zirconium-95[air_low population density]	environmental	[M3] air_low population density	[U15] kBq
[E892]	t-Butyl methyl ether[air_high population density]	environmental	[M5] air_high population density	[U3] kg
[E893]	Basalt, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E894]	Cadmium, 0.30% in sulfide, Cd 0.18%, Pb, Zn, Ag, In, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E895]	Chrysotile, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E896]	Cobalt, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E897]	Diatomite, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E898]	Energy, gross calorific value, in biomass, primary forest[resource_biotic]	environmental	[M12] resource_biotic	[U9] MJ
[E899]	Energy, kinetic (in wind), converted[resource_in air]	environmental	[M4] resource_in air	[U9] MJ
[E900]	Gallium, 0.014% in bauxite, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E901]	Gas, mine, off-gas, process, coal mining[resource_in ground]	environmental	[M7] resource_in ground	[U12] Nm3
[E902]	Gold, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E903]	Gypsum, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E904]	Indium, 0.005% in sulfide, In 0.003%, Pb, Zn, Ag, Cd, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E905]	2-Methyl-2-butene[air_high population density]	environmental	[M5] air_high population density	[U3] kg
[E906]	Lithium, 0.15% in brine, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E907]	Magnesium, 0.13% in water[resource_in water]	environmental	[M8] resource_in water	[U3] kg
[E908]	Molybdenum, 0.11% in sulfide, Mo 4.1E-2% and Cu 0.36% in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E909]	Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E910]	Occupation, dump site, benthos[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E911]	Occupation, forest, intensive[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E912]	Occupation, forest, intensive, normal[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E913]	Occupation, industrial area, benthos[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E914]	Occupation, shrub land, sclerophyllous[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E915]	Occupation, traffic area, rail embankment[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E916]	Occupation, traffic area, rail network[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E917]	Occupation, traffic area, road embankment[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E918]	Occupation, water bodies, artificial[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E919]	Occupation, water courses, artificial[resource_land]	environmental	[M2] resource_land	[U5] m2a
[E920]	Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E921]	Pt, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E922]	Rhenium, in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E923]	Silver, Ag 9.7E-4%, Au 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E924]	Sodium sulphate, various forms, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E925]	Stibnite, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E926]	Tantalum, 81.9% in tantalite, 1.6E-4% in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E927]	Tellurium, 0.5ppm in sulfide, Te 0.2ppm, Cu and Ag, in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E928]	TiO2, 54% in ilmenite, 2.6% in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E929]	Tin, 79% in cassiterite, 0.1% in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E930]	Transformation, from arable[resource_land]	environmental	[M2] resource_land	[U6] m2
[E931]	Transformation, from arable, non-irrigated, fallow[resource_land]	environmental	[M2] resource_land	[U6] m2
[E932]	Transformation, from dump site, inert material landfill[resource_land]	environmental	[M2] resource_land	[U6] m2
[E933]	Transformation, from dump site, residual material landfill[resource_land]	environmental	[M2] resource_land	[U6] m2
[E934]	Transformation, from dump site, sanitary landfill[resource_land]	environmental	[M2] resource_land	[U6] m2
[E935]	Transformation, from dump site, slag compartment[resource_land]	environmental	[M2] resource_land	[U6] m2
[E936]	Transformation, from industrial area[resource_land]	environmental	[M2] resource_land	[U6] m2
[E937]	Transformation, from industrial area, benthos[resource_land]	environmental	[M2] resource_land	[U6] m2
[E938]	Transformation, from sea and ocean[resource_land]	environmental	[M2] resource_land	[U6] m2
[E939]	Transformation, from shrub land, sclerophyllous[resource_land]	environmental	[M2] resource_land	[U6] m2
[E940]	Transformation, from tropical rain forest[resource_land]	environmental	[M2] resource_land	[U6] m2
[E941]	Transformation, to arable[resource_land]	environmental	[M2] resource_land	[U6] m2
[E942]	Transformation, to arable, non-irrigated, fallow[resource_land]	environmental	[M2] resource_land	[U6] m2
[E943]	Transformation, to dump site[resource_land]	environmental	[M2] resource_land	[U6] m2
[E944]	Transformation, to dump site, benthos[resource_land]	environmental	[M2] resource_land	[U6] m2
[E945]	Transformation, to dump site, inert material landfill[resource_land]	environmental	[M2] resource_land	[U6] m2
[E946]	Transformation, to dump site, sanitary landfill[resource_land]	environmental	[M2] resource_land	[U6] m2
[E947]	Transformation, to dump site, slag compartment[resource_land]	environmental	[M2] resource_land	[U6] m2
[E948]	Transformation, to forest, intensive[resource_land]	environmental	[M2] resource_land	[U6] m2
[E949]	Transformation, to forest, intensive, clear-cutting[resource_land]	environmental	[M2] resource_land	[U6] m2
[E950]	Transformation, to forest, intensive, normal[resource_land]	environmental	[M2] resource_land	[U6] m2
[E951]	Transformation, to heterogeneous, agricultural[resource_land]	environmental	[M2] resource_land	[U6] m2
[E952]	Transformation, to industrial area, benthos[resource_land]	environmental	[M2] resource_land	[U6] m2
[E953]	Transformation, to sea and ocean[resource_land]	environmental	[M2] resource_land	[U6] m2
[E954]	Transformation, to shrub land, sclerophyllous[resource_land]	environmental	[M2] resource_land	[U6] m2
[E955]	Transformation, to traffic area, rail embankment[resource_land]	environmental	[M2] resource_land	[U6] m2
[E956]	Transformation, to traffic area, rail network[resource_land]	environmental	[M2] resource_land	[U6] m2
[E957]	Transformation, to traffic area, road embankment[resource_land]	environmental	[M2] resource_land	[U6] m2
[E958]	Transformation, to water bodies, artificial[resource_land]	environmental	[M2] resource_land	[U6] m2
[E959]	Transformation, to water courses, artificial[resource_land]	environmental	[M2] resource_land	[U6] m2
[E960]	Ulexite, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E961]	Vermiculite, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E962]	Volume occupied, final repository for low-active radioactive waste[resource_in ground]	environmental	[M7] resource_in ground	[U2] m3
[E963]	Volume occupied, final repository for radioactive waste[resource_in ground]	environmental	[M7] resource_in ground	[U2] m3
[E964]	Volume occupied, reservoir[resource_in water]	environmental	[M8] resource_in water	[U18] m3a
[E965]	Volume occupied, underground deposit[resource_in ground]	environmental	[M7] resource_in ground	[U2] m3
[E966]	Water, lake[resource_in water]	environmental	[M8] resource_in water	[U2] m3
[E967]	Water, turbine use, unspecified natural origin[resource_in water]	environmental	[M8] resource_in water	[U2] m3
[E968]	Wood, hard, standing[resource_biotic]	environmental	[M12] resource_biotic	[U2] m3
[E969]	Wood, primary forest, standing[resource_biotic]	environmental	[M12] resource_biotic	[U2] m3
[E970]	Wood, soft, standing[resource_biotic]	environmental	[M12] resource_biotic	[U2] m3
[E971]	Zirconium, 50% in zircon, 0.39% in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E972]	Aldrin[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E973]	Aluminium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E974]	Aluminium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E975]	Antimony[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E976]	Arsenic[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E977]	Arsenic[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E978]	Barium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E979]	Barium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E980]	Boron[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E981]	Boron[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E982]	Boron[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E983]	Cadmium[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E984]	Calcium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E985]	Calcium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E986]	Carbon[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E987]	Carbon[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E988]	Chloride[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E989]	Chloride[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E990]	Chloride[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E991]	Chromium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E992]	Chromium[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E993]	Chromium VI[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E994]	Cobalt[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E995]	Copper[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E996]	Copper[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E997]	Fluoride[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E998]	Fluoride[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E999]	Glyphosate[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1000]	Heat, waste[soil_industrial]	environmental	[M16] soil_industrial	[U9] MJ
[E1001]	Heat, waste[soil_unspecified]	environmental	[M19] soil_unspecified	[U9] MJ
[E1002]	Iron[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1003]	Iron[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1004]	Iron[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1005]	Lead[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1006]	Magnesium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1007]	Magnesium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1008]	Manganese[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1009]	Manganese[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1010]	Molybdenum[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1011]	Nickel[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1012]	Oils, biogenic[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1013]	Oils, biogenic[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1014]	Oils, unspecified[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1015]	Oils, unspecified[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1016]	Phosphorus[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1017]	Phosphorus[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1018]	Potassium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1019]	Potassium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1020]	Silicon[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1021]	Silicon[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1022]	Sodium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1023]	Sodium[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1024]	Strontium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1025]	Strontium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1026]	Sulfur[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1027]	Sulfur[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1028]	Sulfuric acid[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1029]	Tin[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1030]	Titanium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1031]	Vanadium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1032]	Zinc[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1033]	Zinc[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1034]	1,4-Butanediol[water_river]	environmental	[M6] water_river	[U3] kg
[E1035]	2-Methyl-2-butene[water_river]	environmental	[M6] water_river	[U3] kg
[E1036]	4-Methyl-2-pentanone[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1037]	AOX, Adsorbable Organic Halogen as Cl[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1038]	Acenaphthene[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1039]	Acenaphthene[water_river]	environmental	[M6] water_river	[U3] kg
[E1040]	Acenaphthylene[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1041]	Acenaphthylene[water_river]	environmental	[M6] water_river	[U3] kg
[E1042]	Acetone[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1043]	Acidity, unspecified[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1044]	Acrylate, ion[water_river]	environmental	[M6] water_river	[U3] kg
[E1045]	Actinides, radioactive, unspecified[water_ocean]	environmental	[M15] water_ocean	[U15] kBq
[E1046]	Aluminium[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1047]	Aluminium[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1048]	Aluminium[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1049]	Ammonium, ion[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1050]	Ammonium, ion[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1051]	Ammonium, ion[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1052]	Antimony[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1053]	Antimony[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1054]	Antimony[water_river]	environmental	[M6] water_river	[U3] kg
[E1055]	Antimony[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1056]	Antimony-122[water_river]	environmental	[M6] water_river	[U15] kBq
[E1057]	Antimony-124[water_river]	environmental	[M6] water_river	[U15] kBq
[E1058]	Antimony-125[water_river]	environmental	[M6] water_river	[U15] kBq
[E1059]	Arsenic, ion[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1060]	Arsenic, ion[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1061]	Arsenic, ion[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1062]	BOD5, Biological Oxygen Demand[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1063]	BOD5, Biological Oxygen Demand[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1064]	Barite[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1065]	Barium[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1066]	Barium[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1067]	Barium[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1068]	Barium-140[water_river]	environmental	[M6] water_river	[U15] kBq
[E1069]	Benzene[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1070]	Benzene, chloro-[water_river]	environmental	[M6] water_river	[U3] kg
[E1071]	Benzene, ethyl-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1072]	Beryllium[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1073]	Beryllium[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1074]	Beryllium[water_river]	environmental	[M6] water_river	[U3] kg
[E1075]	Beryllium[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1076]	Boron[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1077]	Boron[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1078]	Boron[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1079]	Bromine[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1080]	Bromine[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1081]	Bromine[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1082]	Bromine[water_river]	environmental	[M6] water_river	[U3] kg
[E1083]	Bromine[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1084]	Butyl acetate[water_river]	environmental	[M6] water_river	[U3] kg
[E1085]	Butyrolactone[water_river]	environmental	[M6] water_river	[U3] kg
[E1086]	COD, Chemical Oxygen Demand[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1087]	COD, Chemical Oxygen Demand[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1088]	Cadmium, ion[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1089]	Cadmium, ion[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1090]	Cadmium, ion[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1091]	Calcium, ion[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1092]	Calcium, ion[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1093]	Calcium, ion[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1094]	Carboxylic acids, unspecified[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1095]	Carboxylic acids, unspecified[water_river]	environmental	[M6] water_river	[U3] kg
[E1096]	Cerium-141[water_river]	environmental	[M6] water_river	[U15] kBq
[E1097]	Cerium-144[water_river]	environmental	[M6] water_river	[U15] kBq
[E1098]	Cesium[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1099]	Cesium[water_river]	environmental	[M6] water_river	[U3] kg
[E1100]	Cesium-134[water_river]	environmental	[M6] water_river	[U15] kBq
[E1101]	Cesium-136[water_river]	environmental	[M6] water_river	[U15] kBq
[E1102]	Cesium-137[water_ocean]	environmental	[M15] water_ocean	[U15] kBq
[E1103]	Cesium-137[water_river]	environmental	[M6] water_river	[U15] kBq
[E1104]	Chloride[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1105]	Chloride[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1106]	Chloride[water_river, long-term]	environmental	[M9] water_river, long-term	[U3] kg
[E1107]	Chloride[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1108]	Chlorinated solvents, unspecified[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1109]	Chromium VI[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1110]	Chromium VI[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1111]	Chromium VI[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1112]	Chromium, ion[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1113]	Chromium-51[water_river]	environmental	[M6] water_river	[U15] kBq
[E1114]	Cobalt[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1115]	Cobalt[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1116]	Cobalt[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1117]	Cobalt[water_river]	environmental	[M6] water_river	[U3] kg
[E1118]	Cobalt[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1119]	Cobalt-57[water_river]	environmental	[M6] water_river	[U15] kBq
[E1120]	Cobalt-58[water_river]	environmental	[M6] water_river	[U15] kBq
[E1121]	Cobalt-60[water_river]	environmental	[M6] water_river	[U15] kBq
[E1122]	Acenaphthene[air_high population density]	environmental	[M5] air_high population density	[U3] kg
[E1123]	Copper, ion[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1124]	Copper, ion[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1125]	Copper, ion[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1126]	Cumene[water_river]	environmental	[M6] water_river	[U3] kg
[E1127]	Cyanide[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1128]	DOC, Dissolved Organic Carbon[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1129]	DOC, Dissolved Organic Carbon[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1130]	Dissolved solids[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1131]	Dissolved solids[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1132]	Fluoride[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1133]	Fluosilicic acid[water_river]	environmental	[M6] water_river	[U3] kg
[E1134]	Formaldehyde[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1135]	Glutaraldehyde[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1136]	Heat, waste[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U9] MJ
[E1137]	Heat, waste[water_ocean]	environmental	[M15] water_ocean	[U9] MJ
[E1138]	Heat, waste[water_unspecified]	environmental	[M13] water_unspecified	[U9] MJ
[E1139]	Hydrocarbons, aliphatic, alkanes, unspecified[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1140]	Hydrocarbons, aliphatic, alkanes, unspecified[water_river]	environmental	[M6] water_river	[U3] kg
[E1141]	Hydrocarbons, aliphatic, unsaturated[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1142]	Hydrocarbons, aliphatic, unsaturated[water_river]	environmental	[M6] water_river	[U3] kg
[E1143]	Hydrocarbons, unspecified[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1144]	Hydrogen sulfide[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1145]	Hydrogen sulfide[water_river]	environmental	[M6] water_river	[U3] kg
[E1146]	Hydrogen-3, Tritium[water_ocean]	environmental	[M15] water_ocean	[U15] kBq
[E1147]	Hydrogen-3, Tritium[water_river]	environmental	[M6] water_river	[U15] kBq
[E1148]	Hydroxide[water_river]	environmental	[M6] water_river	[U3] kg
[E1149]	Hypochlorite[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1150]	Hypochlorite[water_river]	environmental	[M6] water_river	[U3] kg
[E1151]	Iodide[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1152]	Iodide[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1153]	Iodide[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1154]	Iodine-131[water_river]	environmental	[M6] water_river	[U15] kBq
[E1155]	Iodine-133[water_river]	environmental	[M6] water_river	[U15] kBq
[E1156]	Iron, ion[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1157]	Iron, ion[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1158]	Iron, ion[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1159]	Iron-59[water_river]	environmental	[M6] water_river	[U15] kBq
[E1160]	Lanthanum-140[water_river]	environmental	[M6] water_river	[U15] kBq
[E1161]	Lead[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1162]	Lead[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1163]	Lead[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1164]	Lead-210[water_river]	environmental	[M6] water_river	[U15] kBq
[E1165]	Lead-210[water_unspecified]	environmental	[M13] water_unspecified	[U15] kBq
[E1166]	Lithium, ion[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1167]	Magnesium[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1168]	Magnesium[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1169]	Magnesium[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1170]	Manganese[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
[E1171]	Manganese[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1172]	Manganese-54[water_river]	environmental	[M6] water_river	[U15] kBq
[E1173]	Mercury[water_ground-, long-term]	environmental	[M21] water_ground-, long-term	[U3] kg
