Label	Full name	Kind	Compartment	Unit
[E1677]	Trimethylamine[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1678]	Pyrolusite, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E1679]	Silver, 0.01% in crude ore, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E1680]	Helium, 0.08% in natural gas, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E1681]	Zirconia, as baddeleyite, in ground[resource_in ground]	environmental	[M7] resource_in ground	[U3] kg
[E1682]	Antimony[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1683]	Arsenic[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1684]	Barium[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1685]	Benzene, ethyl-[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1686]	Benzene, ethyl-[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1687]	Benzene, hexachloro-[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1688]	Benzene, hexachloro-[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1689]	Benzene, pentachloro-[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1690]	Benzene, pentachloro-[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1691]	Benzene, pentachloro-[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1692]	Benzo(a)pyrene[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1693]	Beryllium[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1694]	Chloroform[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1695]	Chromium VI[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1696]	Cobalt[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1697]	Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1698]	Ethane, 1,2-dichloro-[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1699]	Ethene[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1700]	Ethene[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1701]	Ethene, chloro-[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1702]	Ethene, chloro-[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1703]	Hydrogen fluoride[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1704]	Methane, tetrachloro-, R-10[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1705]	Methane, tetrachloro-, R-10[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1706]	Molybdenum[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1707]	PAH, polycyclic aromatic hydrocarbons[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1708]	Phenol, pentachloro-[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1709]	Phenol, pentachloro-[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1710]	Thallium[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1711]	Tin[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1712]	Vanadium[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1713]	Arsenic[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1714]	Arsenic[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1715]	Cadmium[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1716]	Captan[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1717]	Chromium[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1718]	Chromium VI[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1719]	Chromium VI[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1720]	Chromium VI[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1721]	Cobalt[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1722]	Cobalt[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1723]	Copper[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1724]	Dinoseb[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1725]	DNOC[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1726]	Fentin acetate[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1727]	Lead[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1728]	Lindane[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1729]	Mercury[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1730]	Mercury[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1731]	Molybdenum[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1732]	Molybdenum[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1733]	Molybdenum[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1734]	Nickel[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1735]	Selenium[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1736]	Selenium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1737]	Selenium[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1738]	Tin[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1739]	Tin[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1740]	Tin[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1741]	Zinc[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1742]	Acenaphthene[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1743]	Acenaphthene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1744]	Acenaphthene[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1745]	Acenaphthylene[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1746]	Acenaphthylene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1747]	Acenaphthylene[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1748]	Acrylonitrile[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1749]	Acrylonitrile[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1750]	Acrylonitrile[water_river]	environmental	[M6] water_river	[U3] kg
[E1751]	Acrylonitrile[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1752]	Antimony[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1753]	Antimony[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1754]	Barite[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1755]	Barite[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1756]	Barite[water_river]	environmental	[M6] water_river	[U3] kg
[E1757]	Barite[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1758]	Barium[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1759]	Benzene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1760]	Benzene, chloro-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1761]	Benzene, chloro-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1762]	Benzene, chloro-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1763]	Benzene, ethyl-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1764]	Beryllium[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1765]	Beryllium[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1766]	Chloroform[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1767]	Chloroform[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1768]	Chloroform[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1769]	Chromium VI[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1770]	Chromium VI[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1771]	Chromium, ion[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1772]	Cobalt[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1773]	Ethane, 1,1,1-trichloro-, HCFC-140[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1774]	Ethane, 1,1,1-trichloro-, HCFC-140[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1775]	Ethane, 1,1,1-trichloro-, HCFC-140[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1776]	Ethane, 1,2-dichloro-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1777]	Ethane, 1,2-dichloro-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1778]	Ethane, 1,2-dichloro-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1779]	Ethene, chloro-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1780]	Ethene, chloro-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1781]	Ethene, chloro-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1782]	Ethene, tetrachloro-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1783]	Ethene, tetrachloro-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1784]	Ethene, tetrachloro-[water_river]	environmental	[M6] water_river	[U3] kg
[E1785]	Ethene, tetrachloro-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1786]	Ethene, trichloro-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1787]	Ethene, trichloro-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1788]	Ethene, trichloro-[water_river]	environmental	[M6] water_river	[U3] kg
[E1789]	Ethene, trichloro-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1790]	Formaldehyde[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1791]	Formaldehyde[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1792]	Methane, dichloro-, HCC-30[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1793]	Methane, dichloro-, HCC-30[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1794]	Methane, dichloro-, HCC-30[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1795]	Methane, tetrachloro-, R-10[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1796]	Methane, tetrachloro-, R-10[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1797]	Methane, tetrachloro-, R-10[water_river]	environmental	[M6] water_river	[U3] kg
[E1798]	Methane, tetrachloro-, R-10[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1799]	Molybdenum[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1800]	m-Xylene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1801]	m-Xylene[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1802]	o-Xylene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1803]	o-Xylene[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1804]	o-Xylene[water_river]	environmental	[M6] water_river	[U3] kg
[E1805]	PAH, polycyclic aromatic hydrocarbons[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1806]	PAH, polycyclic aromatic hydrocarbons[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1807]	Phenol[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1808]	Phthalate, butyl-benzyl-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1809]	Phthalate, butyl-benzyl-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1810]	Phthalate, butyl-benzyl-[water_river]	environmental	[M6] water_river	[U3] kg
[E1811]	Phthalate, butyl-benzyl-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1812]	Phthalate, dibutyl-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1813]	Phthalate, dibutyl-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1814]	Phthalate, dibutyl-[water_river]	environmental	[M6] water_river	[U3] kg
[E1815]	Phthalate, dibutyl-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1816]	Phthalate, dimethyl-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1817]	Phthalate, dimethyl-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1818]	Phthalate, dimethyl-[water_river]	environmental	[M6] water_river	[U3] kg
[E1819]	Phthalate, dimethyl-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1820]	Phthalate, dioctyl-[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1821]	Phthalate, dioctyl-[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1822]	Phthalate, dioctyl-[water_river]	environmental	[M6] water_river	[U3] kg
[E1823]	Phthalate, dioctyl-[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1824]	Selenium[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1825]	Styrene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1826]	Styrene[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1827]	Styrene[water_river]	environmental	[M6] water_river	[U3] kg
[E1828]	Styrene[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1829]	Tin, ion[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1830]	Tin, ion[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1831]	Toluene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1832]	Tributyltin compounds[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1833]	Tributyltin compounds[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1834]	Tributyltin compounds[water_river]	environmental	[M6] water_river	[U3] kg
[E1835]	Tributyltin compounds[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1836]	Vanadium, ion[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1837]	Xylene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1838]	Thallium[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1839]	Thallium[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1840]	Thallium[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1841]	Thallium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1842]	Thallium[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1843]	Vanadium[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1844]	Vanadium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1845]	Vanadium[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1846]	Ethylene oxide[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1847]	Ethylene oxide[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1848]	Ethylene oxide[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1849]	Propylene oxide[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1850]	Propylene oxide[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1851]	Propylene oxide[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1852]	Sodium dichromate[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1853]	Sodium dichromate[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1854]	Sodium dichromate[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1855]	Dichromate[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1856]	Dichromate[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1857]	Dichromate[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1858]	Dichromate[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1859]	Acenaphthene[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1860]	o-Dichlorobenzene[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1861]	o-Dichlorobenzene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1862]	o-Dichlorobenzene[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1863]	o-Dichlorobenzene[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1864]	Beryllium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1865]	Thallium[soil_agricultural]	environmental	[M10] soil_agricultural	[U3] kg
[E1866]	Propylene oxide[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1867]	Propylene oxide[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1868]	Propylene oxide[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1869]	Antimony[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1870]	Antimony[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1871]	Antimony[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1872]	Barium[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1873]	Barium[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1874]	Beryllium[soil_forestry]	environmental	[M20] soil_forestry	[U3] kg
[E1875]	Beryllium[soil_industrial]	environmental	[M16] soil_industrial	[U3] kg
[E1876]	Beryllium[soil_unspecified]	environmental	[M19] soil_unspecified	[U3] kg
[E1877]	Ethene[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1878]	Ethene[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1879]	Ethene[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1880]	Phenol, 2,4-dichloro[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1881]	Phenol, 2,4-dichloro[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1882]	Phenol, 2,4-dichloro[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1883]	Benzene, dichloro[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1884]	Benzene, dichloro[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1885]	Benzene, dichloro[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1886]	Carbon disulfide[water_ground-]	environmental	[M11] water_ground-	[U3] kg
[E1887]	Carbon disulfide[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1888]	Carbon disulfide[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1889]	Carbon disulfide[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1890]	Hydrogen sulfide[water_lake]	environmental	[M22] water_lake	[U3] kg
[E1891]	Hydrogen sulfide[water_ocean]	environmental	[M15] water_ocean	[U3] kg
[E1892]	Hydrogen sulfide[water_unspecified]	environmental	[M13] water_unspecified	[U3] kg
[E1893]	Sulfuric acid[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1894]	Sulfuric acid[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1895]	Sulphur trioxide[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1896]	Sulphur trioxide[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1897]	Sulphur trioxide[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1898]	Butane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1899]	Ethane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1900]	Ethyne[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1901]	Heptane[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1902]	Heptane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1903]	Heptane[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1904]	Hexane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1905]	Methane, biogenic[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1906]	Pentane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1907]	Propane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1908]	Propene[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1909]	Isoprene[air_high population density]	environmental	[M5] air_high population density	[U3] kg
[E1910]	Isoprene[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1911]	2-Methyl-2-butene[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1912]	2-Methyl-2-butene[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1913]	2-Methyl-2-butene[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1914]	2-Propanol[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1915]	2-Propanol[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1916]	2-Propanol[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1917]	2-Methyl pentane[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1918]	2-Methyl pentane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1919]	2-Methyl pentane[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1920]	1-Pentene[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1921]	1-Pentene[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1922]	1-Pentene[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1923]	Benzaldehyde[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1924]	Benzaldehyde[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1925]	Benzaldehyde[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1926]	t-Butyl methyl ether[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1927]	t-Butyl methyl ether[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1928]	t-Butyl methyl ether[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1929]	3-Methyl-1-butanol[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1930]	3-Methyl-1-butanol[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1931]	3-Methyl-1-butanol[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1932]	Cyclohexane[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1933]	Cyclohexane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1934]	Cyclohexane[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1935]	Methyl formate[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1936]	Methyl formate[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1937]	Methyl formate[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1938]	Propanol[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1939]	Propanol[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1940]	Propanol[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1941]	Formic acid[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1942]	Formic acid[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1943]	Diethyl ether[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1944]	Diethyl ether[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1945]	Diethyl ether[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1946]	Ethylene glycol monoethyl ether[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1947]	Ethylene glycol monoethyl ether[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1948]	Ethylene glycol monoethyl ether[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1949]	Methane, monochloro-, R-40[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1950]	Methane, monochloro-, R-40[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1951]	Ethane, 1,1,2-trichloro-[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1952]	Ethane, 1,1,2-trichloro-[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1953]	Ethane, 1,1,2-trichloro-[air_high population density]	environmental	[M5] air_high population density	[U3] kg
[E1954]	Ethane, 1,1,2-trichloro-[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1955]	Monochloroethane[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1956]	Monochloroethane[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1957]	Monochloroethane[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1958]	Nitrobenzene[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1959]	Nitrobenzene[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1960]	Nitrobenzene[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1961]	Ethylamine[air_low population density]	environmental	[M3] air_low population density	[U3] kg
[E1962]	Ethylamine[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1963]	Ethylamine[air_unspecified]	environmental	[M14] air_unspecified	[U3] kg
[E1964]	Furan[air_high population density]	environmental	[M5] air_high population density	[U3] kg
[E1965]	Furan[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
[E1966]	Ethane, 1,1,1,2-tetrafluoro-, HFC-134a[air_lower stratosphere + upper troposphere]	environmental	[M18] air_lower stratosphere + upper troposphere	[U3] kg
